"Player_Id","Player_Id_Str","Player","Position","Short_Name","Team_Id","Salary","Season","Height","Feet","Inches","Weight","DOB","Draft_Year","Draft_Round","Draft_Pick","Draft_Team","Team"
"3975","stephen-curry","Stephen Curry","PG","GS","golden-state-warriors","40231758",2020,6.25,6,3,193,1988-03-14,2009,1,7,"GS","Golden State Warriors"
"3468","russell-westbrook","Russell Westbrook","PG","HOU","houston-rockets","38506482",2020,6.25,6,3,200,1988-11-12,2008,1,4,"SEA","Houston Rockets"
"2779","chris-paul","Chris Paul","PG","OKC","oklahoma-city-thunder","38506482",2020,6,6,0,175,1985-05-06,2005,1,4,"NO","Oklahoma City Thunder"
"3992","james-harden","James Harden","SG","HOU","houston-rockets","38199000",2020,6.41666666666667,6,5,220,1989-08-26,2009,1,3,"OKC","Houston Rockets"
"3202","kevin-durant","Kevin Durant","PF","BKN","brooklyn-nets","38199000",2020,6.83333333333333,6,10,225,1988-09-29,2007,1,2,"SEA","Brooklyn Nets"
"4237","john-wall","John Wall","PG","HOU","houston-rockets","38199000",2020,6.25,6,3,210,1990-09-06,2010,1,1,"WSH","Houston Rockets"
"1966","lebron-james","LeBron James","SF","LAL","los-angeles-lakers","37436858",2020,6.75,6,9,250,1984-12-30,2003,1,1,"CLE","Los Angeles Lakers"
"3012","kyle-lowry","Kyle Lowry","PG","TOR","toronto-raptors","34996296",2020,6,6,0,196,1986-03-25,2006,1,24,"MEM","Toronto Raptors"
"3989","blake-griffin","Blake Griffin","PF","DET","detroit-pistons","34449964",2020,6.75,6,9,250,1989-03-16,2009,1,1,"LAC","Detroit Pistons"
"6440","tobias-harris","Tobias Harris","PF","PHI","philadelphia-76ers","32742000",2020,6.66666666666667,6,8,228,1992-07-15,2011,1,19,"CHA","Philadelphia 76ers"
"6430","jimmy-butler","Jimmy Butler","SF","MIA","miami-heat","32742000",2020,6.58333333333333,6,7,230,1989-09-14,2011,1,30,"CHI","Miami Heat"
"6450","kawhi-leonard","Kawhi Leonard","SF","LAC","la-clippers","32742000",2020,6.58333333333333,6,7,225,1991-06-29,2011,1,15,"IND","LA Clippers"
"6475","klay-thompson","Klay Thompson","SG","GS","golden-state-warriors","32742000",2020,6.5,6,6,215,1990-02-08,2011,1,11,"GS","Golden State Warriors"
"6479","kemba-walker","Kemba Walker","PG","BOS","boston-celtics","32742000",2020,6,6,0,184,1990-05-08,2011,1,9,"CHA","Boston Celtics"
"4249","gordon-hayward","Gordon Hayward","SF","BOS","boston-celtics","32700690",2020,6.58333333333333,6,7,225,1990-03-23,2010,1,9,"UTAH","Boston Celtics"
"3195","mike-conley","Mike Conley","PG","UTAH","utah-jazz","32511624",2020,6.08333333333333,6,1,175,1987-10-11,2007,1,4,"MEM","Utah Jazz"
"6442","kyrie-irving","Kyrie Irving","PG","BKN","brooklyn-nets","31742000",2020,6.16666666666667,6,2,199,1992-03-23,2011,1,1,"CLE","Brooklyn Nets"
"6609","khris-middleton","Khris Middleton","SF","MIL","milwaukee-bucks","30603448",2020,6.58333333333333,6,7,217,1991-08-12,2012,2,39,"DET","Milwaukee Bucks"
"4251","paul-george","Paul George","F","LAC","la-clippers","30560700",2020,6.66666666666667,6,8,220,1990-05-02,2010,1,10,"IND","LA Clippers"
"3015","paul-millsap","Paul Millsap","PF","DEN","denver-nuggets","30350000",2020,6.58333333333333,6,7,257,1985-02-10,2006,2,47,"UTAH","Denver Nuggets"
"6606","damian-lillard","Damian Lillard","PG","POR","portland-trail-blazers","29802321",2020,6.16666666666667,6,2,195,1990-07-15,2012,1,6,"POR","Portland Trail Blazers"
"3449","kevin-love","Kevin Love","PF","CLE","cleveland-cavaliers","28942830",2020,6.66666666666667,6,8,247,1988-09-07,2008,1,5,"MEM","Cleveland Cavaliers"
"3213","al-horford","Al Horford","C","PHI","philadelphia-76ers","28000000",2020,6.75,6,9,240,1986-06-03,2007,1,3,"ATL","Philadelphia 76ers"
"6478","nikola-vucevic","Nikola Vucevic","C","ORL","orlando-magic","28000000",2020,6.91666666666667,6,11,260,1990-10-24,2011,1,16,"PHI","Orlando Magic"
"3978","demar-derozan","DeMar DeRozan","SF","SA","san-antonio-spurs","27739975",2020,6.5,6,6,220,1989-08-07,2009,1,9,"TOR","San Antonio Spurs"
"2490149","cj-mccollum","CJ McCollum","SG","POR","portland-trail-blazers","27556959",2020,6.25,6,3,190,1991-09-19,2013,1,10,"POR","Portland Trail Blazers"
"3059318","joel-embiid","Joel Embiid","C","PHI","philadelphia-76ers","27504630",2020,7,7,0,280,1994-03-16,2014,1,3,"PHI","Philadelphia 76ers"
