"Player_Id","Player_Id_Str","Player","Position","Short_Name","Team_Id","Team","Salary","Season"
"6609","khris-middleton","Khris Middleton","SF","MIL","milwaukee-bucks","Milwaukee Bucks","13000000",2020
"2488653","mason-plumlee","Mason Plumlee","C","DEN","denver-nuggets","Denver Nuggets","12917808",2020
"3194","wilson-chandler","Wilson Chandler","F","PHI","philadelphia-76ers","Philadelphia 76ers","12800562",2020
"6478","nikola-vucevic","Nikola Vucevic","C","ORL","orlando-magic","Orlando Magic","12750000",2020
"2489663","kelly-olynyk","Kelly Olynyk","F","MIA","miami-heat","Miami Heat","12537527",2020
"6616","miles-plumlee","Miles Plumlee","C","ATL","atlanta-hawks","Atlanta Hawks","12500000",2020
"2528426","jordan-clarkson","Jordan Clarkson","PG","CLE","cleveland-cavaliers","Cleveland Cavaliers","12500000",2020
"6459","nikola-mirotic","Nikola Mirotic","F","MIL","milwaukee-bucks","Milwaukee Bucks","12500000",2020
"3983","tyreke-evans","Tyreke Evans","G","IND","indiana-pacers","Indiana Pacers","12400000",2020
"3445","courtney-lee","Courtney Lee","G","NY","new-york-knicks","New York Knicks","12253780",2020
"2488958","solomon-hill","Solomon Hill","SF","NO","new-orleans-pelicans","New Orleans Pelicans","12252928",2020
"3024","jj-redick","JJ Redick","SG","PHI","philadelphia-76ers","Philadelphia 76ers","12250000",2020
"4240","avery-bradley","Avery Bradley","PG","MEM","memphis-grizzlies","Memphis Grizzlies","12000000",2020
"2581018","kentavious-caldwell-pope","Kentavious Caldwell-Pope","SG","LAL","los-angeles-lakers","Los Angeles Lakers","12000000",2020
"6479","kemba-walker","Kemba Walker","G","CHA","charlotte-hornets","Charlotte Hornets","12000000",2020
"6579","will-barton","Will Barton","G","DEN","denver-nuggets","Denver Nuggets","11830358",2020
"2982334","t.j.-warren","T.J. Warren","F","PHX","phoenix-suns","Phoenix Suns","11750000",2020
"1017","zach-randolph","Zach Randolph","F","DAL","dallas-mavericks","Dallas Mavericks","11692308",2020
"2990992","marcus-smart","Marcus Smart","G","BOS","boston-celtics","Boston Celtics","11660716",2020
"4004","patty-mills","Patty Mills","PG","SA","san-antonio-spurs","San Antonio Spurs","11571429",2020
"6628","dion-waiters","Dion Waiters","G","MIA","miami-heat","Miami Heat","11550000",2020
"6429","alec-burks","Alec Burks","SG","UTAH","utah-jazz","Utah Jazz","11536515",2020
"6592","john-henson","John Henson","F","MIL","milwaukee-bucks","Milwaukee Bucks","11327466",2020
"3414","omer-asik","Omer Asik","C","CHI","chicago-bulls","Chicago Bulls","11286516",2020
"3102530","jusuf-nurkic","Jusuf Nurkic","C","POR","portland-trail-blazers","Portland Trail Blazers","11111111",2020
"6468","iman-shumpert","Iman Shumpert","SG","SAC","sacramento-kings","Sacramento Kings","11011234",2020
"6591","maurice-harkless","Maurice Harkless","SF","POR","portland-trail-blazers","Portland Trail Blazers","10837079",2020
"2528353","tony-snell","Tony Snell","SG","MIL","milwaukee-bucks","Milwaukee Bucks","10807143",2020
"6605","meyers-leonard","Meyers Leonard","F","POR","portland-trail-blazers","Portland Trail Blazers","10595506",2020
"3593","bojan-bogdanovic","Bojan Bogdanovic","SF","IND","indiana-pacers","Indiana Pacers","10500000",2020
"6619","terrence-ross","Terrence Ross","SG","ORL","orlando-magic","Orlando Magic","10500000",2020
"2490620","robert-covington","Robert Covington","PF","PHI","philadelphia-76ers","Philadelphia 76ers","10464092",2020
"3005","rudy-gay","Rudy Gay","SF","SA","san-antonio-spurs","San Antonio Spurs","10087200",2020
"6452","jon-leuer","Jon Leuer","F","DET","detroit-pistons","Detroit Pistons","10002681",2020
"2530596","andre-roberson","Andre Roberson","G","OKC","oklahoma-city-thunder","Oklahoma City Thunder","10000000",2020
"3988","danny-green","Danny Green","G","TOR","toronto-raptors","Toronto Raptors","10000000",2020
"3973","darren-collison","Darren Collison","G","IND","indiana-pacers","Indiana Pacers","10000000",2020
"2531367","dwight-powell","Dwight Powell","C","DAL","dallas-mavericks","Dallas Mavericks","9631250",2020
"2489716","matthew-dellavedova","Matthew Dellavedova","PG","MIL","milwaukee-bucks","Milwaukee Bucks","9607500",2020
"3102528","dante-exum","Dante Exum","PG","UTAH","utah-jazz","Utah Jazz","9600000",2020
"3201","jared-dudley","Jared Dudley","SF","BKN","brooklyn-nets","Brooklyn Nets","9530000",2020
"2595516","norman-powell","Norman Powell","SG","TOR","toronto-raptors","Toronto Raptors","9367200",2020
"2581190","josh-richardson","Josh Richardson","SG","MIA","miami-heat","Miami Heat","9367200",2020
"3037789","bogdan-bogdanovic","Bogdan Bogdanovic","SG","SAC","sacramento-kings","Sacramento Kings","9000000",2020
"3026","rajon-rondo","Rajon Rondo","PG","LAL","los-angeles-lakers","Los Angeles Lakers","9000000",2020
"6460","e'twaun-moore","E'Twaun Moore","SG","NO","new-orleans-pelicans","New Orleans Pelicans","8808685",2020
"3113587","cristiano-felicio","Cristiano Felicio","PF","CHI","chicago-bulls","Chicago Bulls","8740980",2020
"3444","kosta-koufos","Kosta Koufos","C","SAC","sacramento-kings","Sacramento Kings","8739500",2020
"2991230","fred-vanvleet","Fred VanVleet","SG","TOR","toronto-raptors","Toronto Raptors","8653847",2020
"2991070","jerami-grant","Jerami Grant","PF","OKC","oklahoma-city-thunder","Oklahoma City Thunder","8653847",2020
"2993874","kyle-anderson","Kyle Anderson","F","MEM","memphis-grizzlies","Memphis Grizzlies","8641000",2020
"3064514","julius-randle","Julius Randle","PF","NO","new-orleans-pelicans","New Orleans Pelicans","8641000",2020
"3417","jerryd-bayless","Jerryd Bayless","G","MIN","minnesota-timberwolves","Minnesota Timberwolves","8575916",2020
"4066636","markelle-fultz","Markelle Fultz","PG","PHI","philadelphia-76ers","Philadelphia 76ers","8339880",2020
"2778","c.j.-miles","C.J. Miles","SG","MEM","memphis-grizzlies","Memphis Grizzlies","8333333",2020
"2528794","joe-harris","Joe Harris","SG","BKN","brooklyn-nets","Brooklyn Nets","8333333",2020
"2393","shaun-livingston","Shaun Livingston","G","GS","golden-state-warriors","Golden State Warriors","8307692",2020
"4278129","deandre-ayton","Deandre Ayton","C","PHX","phoenix-suns","Phoenix Suns","8165160",2020
"2799","lou-williams","Lou Williams","G","LAC","la-clippers","LA Clippers","8000000",2020
"4023","garrett-temple","Garrett Temple","SG","MEM","memphis-grizzlies","Memphis Grizzlies","8000000",2020
"3033","p.j.-tucker","P.J. Tucker","PF","HOU","houston-rockets","Houston Rockets","7969537",2020
"6446","cory-joseph","Cory Joseph","G","IND","indiana-pacers","Indiana Pacers","7945000",2020
"3136195","karl-anthony-towns","Karl-Anthony Towns","C","MIN","minnesota-timberwolves","Minnesota Timberwolves","7839435",2020
"2327577","jamychal-green","JaMychal Green","F","MEM","memphis-grizzlies","Memphis Grizzlies","7666667",2020
"2011","kyle-korver","Kyle Korver","G","UTAH","utah-jazz","Utah Jazz","7560000",2020
"6603","jeremy-lamb","Jeremy Lamb","G","CHA","charlotte-hornets","Charlotte Hornets","7488372",2020
"3413","darrell-arthur","Darrell Arthur","F","PHX","phoenix-suns","Phoenix Suns","7464912",2020
"4066421","lonzo-ball","Lonzo Ball","PG","LAL","los-angeles-lakers","Los Angeles Lakers","7461960",2020
"2528588","doug-mcdermott","Doug McDermott","F","IND","indiana-pacers","Indiana Pacers","7333333",2020
"6581","jae-crowder","Jae Crowder","SF","UTAH","utah-jazz","Utah Jazz","7305825",2020
"4277848","marvin-bagley-iii","Marvin Bagley III","F","SAC","sacramento-kings","Sacramento Kings","7305600",2020
"3415","d.j.-augustin","D.J. Augustin","G","ORL","orlando-magic","Orlando Magic","7250000",2020
"2580913","dewayne-dedmon","Dewayne Dedmon","C","ATL","atlanta-hawks","Atlanta Hawks","7200000",2020
"6485","lance-thomas","Lance Thomas","F","NY","new-york-knicks","New York Knicks","7119650",2020
"3136776","d'angelo-russell","D'Angelo Russell","SG","BKN","brooklyn-nets","Brooklyn Nets","7019698",2020
"6426","davis-bertans","Davis Bertans","SF","SA","san-antonio-spurs","San Antonio Spurs","7000000",2020
"2530572","langston-galloway","Langston Galloway","SG","DET","detroit-pistons","Detroit Pistons","7000000",2020
"2767","ersan-ilyasova","Ersan Ilyasova","F","MIL","milwaukee-bucks","Milwaukee Bucks","7000000",2020
"4376","boban-marjanovic","Boban Marjanovic","C","PHI","philadelphia-76ers","Philadelphia 76ers","7000000",2020
"4248","al-farouq-aminu","Al-Farouq Aminu","PF","POR","portland-trail-blazers","Portland Trail Blazers","6957105",2020
"4065648","jayson-tatum","Jayson Tatum","F","BOS","boston-celtics","Boston Celtics","6700800",2020
"3945274","luka-doncic","Luka Doncic","PG","DAL","dallas-mavericks","Dallas Mavericks","6560640",2020
"2995706","mario-hezonja","Mario Hezonja","F","NY","new-york-knicks","New York Knicks","6500000",2020
"4269","nemanja-bjelica","Nemanja Bjelica","F","SAC","sacramento-kings","Sacramento Kings","6500000",2020
"3907387","ben-simmons","Ben Simmons","F","PHI","philadelphia-76ers","Philadelphia 76ers","6434520",2020
"4192","milos-teodosic","Milos Teodosic","G","LAC","la-clippers","LA Clippers","6300000",2020
"3190","marco-belinelli","Marco Belinelli","G","SA","san-antonio-spurs","San Antonio Spurs","6153846",2020
"4247","wesley-johnson","Wesley Johnson","F","WSH","washington-wizards","Washington Wizards","6134520",2020
"4066297","josh-jackson","Josh Jackson","SF","PHX","phoenix-suns","Phoenix Suns","6041520",2020
"2579466","jonathon-simmons","Jonathon Simmons","G","PHI","philadelphia-76ers","Philadelphia 76ers","6000000",2020
"4305","ish-smith","Ish Smith","PG","DET","detroit-pistons","Detroit Pistons","6000000",2020
"2991055","montrezl-harrell","Montrezl Harrell","PF","LAC","la-clippers","LA Clippers","6000000",2020
"4277961","jaren-jackson-jr.","Jaren Jackson Jr.","PF","MEM","memphis-grizzlies","Memphis Grizzlies","5915040",2020
"3913176","brandon-ingram","Brandon Ingram","SF","LAL","los-angeles-lakers","Los Angeles Lakers","5757120",2020
"3102531","kristaps-porzingis","Kristaps Porzingis","F","DAL","dallas-mavericks","Dallas Mavericks","5697054",2020
"4066259","de'aaron-fox","De'Aaron Fox","G","SAC","sacramento-kings","Sacramento Kings","5470920",2020
"2578213","ben-mclemore","Ben McLemore","G","SAC","sacramento-kings","Sacramento Kings","5460000",2020
"2995702","alex-abrines","Alex Abrines","G","OKC","oklahoma-city-thunder","Oklahoma City Thunder","5455236",2020
"4264","patrick-patterson","Patrick Patterson","F","OKC","oklahoma-city-thunder","Oklahoma City Thunder","5451600",2020
"3232","jason-smith","Jason Smith","F","WSH","washington-wizards","Washington Wizards","5450000",2020
"6462","marcus-morris-sr.","Marcus Morris Sr.","F","BOS","boston-celtics","Boston Celtics","5375000",2020
"4277905","trae-young","Trae Young","PG","ATL","atlanta-hawks","Atlanta Hawks","5356440",2020
"2384","dwight-howard","Dwight Howard","C","WSH","washington-wizards","Washington Wizards","5337000",2020
"4258","demarcus-cousins","DeMarcus Cousins","C","GS","golden-state-warriors","Golden State Warriors","5337000",2020
"3410","alexis-ajinca","Alexis Ajinca","C","LAC","la-clippers","LA Clippers","5285394",2020
"3028","thabo-sefolosha","Thabo Sefolosha","F","UTAH","utah-jazz","Utah Jazz","5250000",2020
"2968439","aron-baynes","Aron Baynes","C","BOS","boston-celtics","Boston Celtics","5193600",2020
"3917376","jaylen-brown","Jaylen Brown","G","BOS","boston-celtics","Boston Celtics","5169960",2020
"3964","patrick-beverley","Patrick Beverley","G","LAC","la-clippers","LA Clippers","5027028",2020
"1015","tony-parker","Tony Parker","G","CHA","charlotte-hornets","Charlotte Hornets","5000000",2020
"2490089","mike-muscala","Mike Muscala","PF","PHI","philadelphia-76ers","Philadelphia 76ers","5000000",2020
"2579326","alan-williams","Alan Williams","C","BKN","brooklyn-nets","Brooklyn Nets","5000000",2020
"609","dirk-nowitzki","Dirk Nowitzki","F","DAL","dallas-mavericks","Dallas Mavericks","5000000",2020
"6469","kyle-singler","Kyle Singler","F","OKC","oklahoma-city-thunder","Oklahoma City Thunder","4996000",2020
"4065654","jonathan-isaac","Jonathan Isaac","PF","ORL","orlando-magic","Orlando Magic","4969080",2020
"4277919","mo-bamba","Mo Bamba","C","ORL","orlando-magic","Orlando Magic","4865040",2020
"3276","anthony-tolliver","Anthony Tolliver","F","MIN","minnesota-timberwolves","Minnesota Timberwolves","4750000",2020
"2991282","willie-cauley-stein","Willie Cauley-Stein","C","SAC","sacramento-kings","Sacramento Kings","4696875",2020
"4011991","dragan-bender","Dragan Bender","F","PHX","phoenix-suns","Phoenix Suns","4661280",2020
"4066336","lauri-markkanen","Lauri Markkanen","F","CHI","chicago-bulls","Chicago Bulls","4536120",2020
"6615","kyle-o'quinn","Kyle O'Quinn","C","IND","indiana-pacers","Indiana Pacers","4449000",2020
"4259","ed-davis","Ed Davis","F","BKN","brooklyn-nets","Brooklyn Nets","4449000",2020
"4244","lance-stephenson","Lance Stephenson","G","LAL","los-angeles-lakers","Los Angeles Lakers","4449000",2020
"4277847","wendell-carter-jr.","Wendell Carter Jr.","C","CHI","chicago-bulls","Chicago Bulls","4441200",2020
"2284101","justin-holiday","Justin Holiday","F","MEM","memphis-grizzlies","Memphis Grizzlies","4384616",2020
"2596107","alex-len","Alex Len","C","ATL","atlanta-hawks","Atlanta Hawks","4350000",2020
"6622","mike-scott","Mike Scott","F","PHI","philadelphia-76ers","Philadelphia 76ers","4320500",2020
"3451","luc-mbah-a-moute","Luc Mbah a Moute","F","LAC","la-clippers","LA Clippers","4320500",2020
"3892818","emmanuel-mudiay","Emmanuel Mudiay","G","NY","new-york-knicks","New York Knicks","4294480",2020
"2991139","kris-dunn","Kris Dunn","PG","CHI","chicago-bulls","Chicago Bulls","4221000",2020
"4230547","frank-ntilikina","Frank Ntilikina","PG","NY","new-york-knicks","New York Knicks","4155720",2020
"2991039","glenn-robinson-iii","Glenn Robinson III","SF","DET","detroit-pistons","Detroit Pistons","4075000",2020
"4277811","collin-sexton","Collin Sexton","PG","CLE","cleveland-cavaliers","Cleveland Cavaliers","4068600",2020
"3134881","stanley-johnson","Stanley Johnson","SF","DET","detroit-pistons","Detroit Pistons","3940402",2020
"2990984","buddy-hield","Buddy Hield","G","SAC","sacramento-kings","Sacramento Kings","3844760",2020
"4065697","dennis-smith-jr.","Dennis Smith Jr.","PG","NY","new-york-knicks","New York Knicks","3819960",2020
"4278075","kevin-knox-ii","Kevin Knox II","SF","NY","new-york-knicks","New York Knicks","3739920",2020
"3055","j.j.-barea","J.J. Barea","G","DAL","dallas-mavericks","Dallas Mavericks","3710850",2020
"1713","nene-hilario","Nene Hilario","C","HOU","houston-rockets","Houston Rockets","3651480",2020
"4066650","zach-collins","Zach Collins","PF","POR","portland-trail-blazers","Portland Trail Blazers","3628920",2020
"2579294","frank-kaminsky","Frank Kaminsky","PF","CHA","charlotte-hornets","Charlotte Hornets","3627842",2020
"3147657","mikal-bridges","Mikal Bridges","SF","PHX","phoenix-suns","Phoenix Suns","3552960",2020
"3418","michael-beasley","Michael Beasley","F","LAL","los-angeles-lakers","Los Angeles Lakers","3500000",2020
"3936299","jamal-murray","Jamal Murray","G","DEN","denver-nuggets","Denver Nuggets","3499800",2020
"2581177","rodney-hood","Rodney Hood","SG","POR","portland-trail-blazers","Portland Trail Blazers","3472887",2020
"4003","jodie-meeks","Jodie Meeks","G","TOR","toronto-raptors","Toronto Raptors","3454500",2020
"3135047","justise-winslow","Justise Winslow","PF","MIA","miami-heat","Miami Heat","3448926",2020
"4066262","malik-monk","Malik Monk","SG","CHA","charlotte-hornets","Charlotte Hornets","3447480",2020
"3133628","myles-turner","Myles Turner","F","IND","indiana-pacers","Indiana Pacers","3410284",2020
"3907525","allonzo-trier","Allonzo Trier","G","NY","new-york-knicks","New York Knicks","3382000",2020
"3448","brook-lopez","Brook Lopez","C","MIL","milwaukee-bucks","Milwaukee Bucks","3382000",2020
"4278073","shai-gilgeous-alexander","Shai Gilgeous-Alexander","SG","LAC","la-clippers","LA Clippers","3375360",2020
"3136196","trey-lyles","Trey Lyles","PF","DEN","denver-nuggets","Denver Nuggets","3364249",2020
"4261","ekpe-udoh","Ekpe Udoh","F","UTAH","utah-jazz","Utah Jazz","3360000",2020
"3136193","devin-booker","Devin Booker","SG","PHX","phoenix-suns","Phoenix Suns","3314365",2020
"3913174","luke-kennard","Luke Kennard","SG","DET","detroit-pistons","Detroit Pistons","3275280",2020
"3064230","cameron-payne","Cameron Payne","PG","CLE","cleveland-cavaliers","Cleveland Cavaliers","3263294",2020
"2489530","troy-daniels","Troy Daniels","G","PHX","phoenix-suns","Phoenix Suns","3258539",2020
"3133603","kelly-oubre-jr.","Kelly Oubre Jr.","SF","WSH","washington-wizards","Washington Wizards","3208630",2020
"4066383","miles-bridges","Miles Bridges","SF","CHA","charlotte-hornets","Charlotte Hornets","3206640",2020
"3907487","marquese-chriss","Marquese Chriss","SF","HOU","houston-rockets","Houston Rockets","3206160",2020
"6621","tomas-satoransky","Tomas Satoransky","SG","WSH","washington-wizards","Washington Wizards","3129187",2020
"2994526","bryn-forbes","Bryn Forbes","G","SA","san-antonio-spurs","San Antonio Spurs","3125000",2020
"3908809","donovan-mitchell","Donovan Mitchell","SG","UTAH","utah-jazz","Utah Jazz","3111480",2020
"3074752","terry-rozier","Terry Rozier","PG","BOS","boston-celtics","Boston Celtics","3050390",2020
"3943606","jerome-robinson","Jerome Robinson","SG","LAC","la-clippers","LA Clippers","3046200",2020
"2991018","yogi-ferrell","Yogi Ferrell","G","SAC","sacramento-kings","Sacramento Kings","3000000",2020
"2583639","elfrid-payton","Elfrid Payton","PG","NO","new-orleans-pelicans","New Orleans Pelicans","3000000",2020
"4066261","bam-adebayo","Bam Adebayo","C","MIA","miami-heat","Miami Heat","2955840",2020
"3134908","jakob-poeltl","Jakob Poeltl","C","SA","san-antonio-spurs","San Antonio Spurs","2947320",2020
"4278104","michael-porter-jr.","Michael Porter Jr.","F","DEN","denver-nuggets","Denver Nuggets","2894160",2020
"3138156","justin-jackson","Justin Jackson","SF","SAC","sacramento-kings","Sacramento Kings","2807880",2020
"4017843","thon-maker","Thon Maker","C","MIL","milwaukee-bucks","Milwaukee Bucks","2799720",2020
"2326307","seth-curry","Seth Curry","G","POR","portland-trail-blazers","Portland Trail Blazers","2795000",2020
"3893016","cedi-osman","Cedi Osman","SF","CLE","cleveland-cavaliers","Cleveland Cavaliers","2775000",2020
"2991184","sam-dekker","Sam Dekker","F","WSH","washington-wizards","Washington Wizards","2760095",2020
"4278508","troy-brown-jr.","Troy Brown Jr.","SF","WSH","washington-wizards","Washington Wizards","2749080",2020
"3912332","justin-patton","Justin Patton","C","PHI","philadelphia-76ers","Philadelphia 76ers","2667600",2020
